Store ID,store_name,DSP ID,DSP Name
8311062b-afaf-4e75-b76e-bced52bacb4b,Circle K (4507 Troy Hwy),1e27dbbc-b081-51e9-89b1-99a3e4bbf1f6,UberEats
2e4cbe64-29b0-426b-9211-83e0e6f839bf,Circle K (9811 AR-253),21acf766-b64a-5e9e-a073-37c71358f569,UberEats
f080c307-62b6-41fd-a764-1139c639db56,Circle K (4101 Brooken Hill Dr),91e1cd24-4909-5c81-980e-7594e8c4c9d3,UberEats
5e1f0dc7-133b-4e95-8fe2-0ba90e10b89c,Circle K (3106 Jenny Lind Rd),e0f09531-3279-57bd-9430-38ca09cef0e5,UberEats
df2ba7c7-dbdc-4f7d-ab78-40d183316e15,Circle K (3565 Lower Wetumpka Rd),1023b6a9-a4a5-5c01-95a4-d2798ec7ae63,UberEats
0fa2c567-4192-4331-9eb0-bae538470dc7,Kangaroo Express (2906 Atlanta Hwy),d301421f-cb2e-564f-8173-850b86c5c597,UberEats
b6af63b9-4065-401e-8a17-790469f0ce69,Circle K (5101 Vaughn Rd),c387c650-ba65-5736-b35d-37edc5031426,UberEats
02bc52b9-28b7-46c9-ac93-51a00ca3ce41,Circle K (2909 E South Blvd),4ef22d3e-d989-506c-8a84-018d4d5cafff,UberEats
e74111a3-4eb2-495d-b0ae-52dbf1d70907,Circle K (1106 N Jefferson St),1723cdb8-dab2-5479-96f0-6c6333808d4a,UberEats
7f62e00b-75c5-4e04-8c86-c33b4ccac08e,Circle K (1896 Piedmont Rd NE),2b902b69-a8c1-54cd-8e5c-8532fa514a5d,UberEats
16c414b0-1091-490e-94b7-f02ae88c224d,Circle K (8060 GA-85),097dc874-e48f-579c-aa2b-c2b991b77e55,UberEats
e9c6c083-e9f5-4993-a6c3-1921b4a5b675,Circle K (3285 McGinnis Ferry Rd),76d044ed-c971-5eb7-a6b8-02b8a6bec0b6,UberEats
ce99d425-2f73-4a20-9266-49ded9fb99f9,Circle K (3299 Sixes Rd),bf555383-bd5a-5228-a9fe-de909350f061,UberEats
64e8a827-f4f2-41c7-93f3-7f7989d911d5,Circle K (201 Drayton St),35c35624-8b5a-5f2e-a5cf-d53a01474493,UberEats
e27777e2-e259-46a0-8993-39f20f3e0d46,Circle K (8023 Cumming Hwy),6d39836d-3849-537a-9336-4b58047fd03c,UberEats
8850a98e-3695-479c-b781-a011dc6e7ce0,Circle K (1685 Pearman Dairy Rd),be130b41-5b50-598d-aaeb-dbc9a88a76cd,UberEats
7eed4c1e-9ac1-4d62-b454-56ef61719e47,Circle K (2700 Austell Rd SW),44a9f62a-9f42-5325-aacf-2bab8e524a5b,UberEats
df9288af-f894-47bd-8100-59a478c76132,Circle K (1945 GA Hwy 211),ef456853-a7bc-5387-8f02-9eaf08d9cd7a,UberEats
94e8f3d9-d983-49ba-8304-1e554358fdac,Circle K (943 Hwy 53),0d287c73-8183-54bf-90f3-8e13568ee3f7,UberEats
15cb37cc-464a-420f-96dd-5a1ef686821c,Circle K (1720 Marietta Blvd NW),ccef3fd0-3812-5522-b256-ca25e5b38709,UberEats
cc77838a-9316-484d-aa9f-c23d7854f77b,Circle K (3400 Busbee Dr NW),c5243563-1e65-5333-bb74-59c3a0185dab,UberEats
75a2e3ec-df17-45f2-9de3-530c0adf264f,Circle K (1176 Chattahoochee Ave NW),c10fdb47-aebf-52f6-aaed-4e731f7a4f8f,UberEats
b1a5c07a-a848-402b-ac20-6bf00a037530,Circle K (3801 Flat Shoals Pkwy),87743d9b-4e30-5478-abd7-03a557706414,UberEats
cf23ad9b-4484-48cf-a763-6290890e0ec5,Circle K (1810 Dry Pond Rd),4edbd884-c1db-5be6-bd3d-84b7f55a0e22,UberEats
3838532e-009c-4f49-b2a2-119b97ac763b,Circle K (6317 W Markham St),e8d2b001-b630-51fe-ad42-68c6aee4fbf2,UberEats
de4c2621-69a2-49f0-9ab9-f884e7726763,Circle K (215 Old Peachtree Rd NW),83c7c047-6719-5850-bc25-3cd1748dd00a,UberEats
4d9b2623-b7e9-41db-9e3a-debaa326a587,Circle K (3241 Camp Creek Pkwy),79016dc7-3dbe-5a2c-b25a-e93f18b91790,UberEats
4f26d590-86e0-484c-b422-5d8d40593301,Circle K (3601 Flat Shoals Rd),269f7f5d-514b-5e9f-b3de-dd32fd88510b,UberEats
cc2b83dc-e64b-4922-b413-8dad228d8528,Circle K (983 GA-124),9f050c39-79eb-5657-8f54-7abb81d78d36,UberEats
bdc97842-4c55-4f9f-bf95-ffc01ea3417b,Circle K (1697 Norman Dr),af8565c8-9a34-5778-95fb-d22c6c87ee13,UberEats
aefca4c9-dfac-4f99-886e-83ce57733a08,Circle K (6629 Jonesboro Rd),780d9114-f94d-5aba-8715-463100048596,UberEats
4b1d56d1-0bd0-43ea-922b-525f513c6ae3,Gas Express (2538 Cuthbertson Rd),23507dd9-a52e-5002-8f7c-94cc4b2f6835,UberEats
3027fdc5-d7bc-4cd3-8efb-4c2892919bb5,Gas Express (305 Unionville Indian Trail Rd),2ef29ed4-e5ba-54ec-b16f-1f901283bcba,UberEats
c635b8a5-a892-42a6-98e2-0380b10d2f6e,Gas Express (4102 W Hwy 74),4652f0fe-b373-5057-b9dc-b85a0a22b26b,UberEats
fede06b8-f375-4c6a-9d16-ce80375c2c08,Gas Express (308 Joseph E. Lowery Blvd NW),c38e389c-b441-5eef-92dd-fe2743688740,UberEats
6867ffd7-43ec-434e-92b8-3d12abda902a,Gas Express (10251 Chantilly Pkwy),0728984b-bd1b-597c-b490-7d1dd080a905,UberEats
f97e4e1c-bb0e-47a5-ac79-a53fe3bd0e9c,Gas Express (1004 N Charlotte Ave),7a01d365-aaab-52c2-9ccf-9cb3821d10f8,UberEats
c021bc40-a960-4aea-90f4-898e5d8c4a06,Gas Express (4303 S Court St),11487131-1146-579c-ae1f-a2b0cb1c022b,UberEats
58666f56-02d6-49ca-91b6-c177ad8a29be,Hop In (2700 N University Ave),d8806d2b-a9a7-5cff-a989-476129ec2e1f,UberEats
59b8b92f-d19c-4867-994d-b50bb10c6ecb,Hop In (304 S Lewis St),0fec4505-521e-5975-9aae-654f027f0b7d,UberEats
e65c3ae3-f9f6-4ac7-ad07-541460cbe298,King Fuels - Fannin Food Mart,00d3eede-0956-5c24-8936-a0683acda9dc,UberEats
